"genes"	"HGNC.symbol"
"4676"	"Creld2"	"CRELD2"
"4677"	"Vps39"	"VPS39"
"4678"	"Apoe"	"APOE"
"4679"	"Cldn6"	"CLDN6"
"4680"	"Gmeb2"	"GMEB2"
"4681"	"Mterf1b"	"MTERF1"
"4682"	"Serpinc1"	"SERPINC1"
"4683"	"1110017D15Rik"	"C9orf24"
"4684"	"Fcgr4"	"FCGR3A"
"4685"	"Fcgr4"	"FCGR3B"
"4686"	"Pcdhb3"	"PCDHB3"
"4687"	"Thnsl2"	"THNSL2"
"4688"	"Ppp2r5c"	"PPP2R5C"
"4689"	"Ptgfrn"	"PTGFRN"
"4690"	"Plce1"	"PLCE1"
"4691"	"Stim1"	"STIM1"
"4692"	"Sox11"	"SOX11"
"4693"	"Cntfr"	"CNTFR"
"4694"	"Zp3"	"POMZP3"
"4695"	"Zp3"	"ZP3"
"4696"	"Olfr1381"	"OR2Y1"
"4697"	"Psg21"	"CEACAM4"
"4698"	"Psg21"	"CEACAM7"
"4699"	"Psg21"	"CEACAM6"
"4700"	"Psg21"	"CEACAM5"
"4701"	"Psg21"	"CEACAM3"
"4702"	"Apol10a"	"APOL3"
"4703"	"Apol10a"	"APOL4"
"4704"	"Apol10a"	"APOL2"
"4705"	"Apol10a"	"APOL1"
"4706"	"Hcrt"	"HCRT"
"4707"	"Ssbp4"	"SSBP4"
"4708"	"Ngrn"	"NGRN"
"4709"	"Rpf1"	"RPF1"
"4710"	"Irak1bp1"	"IRAK1BP1"
"4711"	"Khnyn"	"KHNYN"
"4712"	"Hyal5"	"SPAM1"
"4713"	"Cib4"	"CIB4"
"4714"	"Atp9a"	"ATP9A"
"4715"	"Fgf11"	"FGF11"
"4716"	"Snn"	"SNN"
"4717"	"Ttc26"	"TTC26"
"4718"	"Cacna1f"	"CACNA1F"
"4719"	"Tom1"	"TOM1"
"4720"	"Wfdc11"	"WFDC11"
"4721"	"Tubb2a"	"TUBB2A"
"4722"	"Ubr4"	"UBR4"
"4723"	"Traf3ip2"	"TRAF3IP2"
"4724"	"Cdc42bpg"	"CDC42BPG"
"4725"	"Hoxb5"	"HOXB5"
"4726"	"Tcf3"	"TCF3"
"4727"	"Fgf14"	"FGF14"
"4728"	"Zscan21"	"ZSCAN21"
"4729"	"Slc25a33"	"SLC25A33"
"4730"	"Smim13"	"SMIM13"
"4731"	"Eps15l1"	"EPS15L1"
"4732"	"Ugt3a2"	"UGT3A2"
"4733"	"Evi2b"	"EVI2B"
"4734"	"Sdc3"	"SDC3"
"4735"	"Zfp626"	"ZNF780A"
"4736"	"Rplp1"	"RPLP1"
"4737"	"Tbx18"	"TBX18"
"4738"	"Prkx"	"PRKY"
"4739"	"Asah2"	"ASAH2"
"4740"	"Nat2"	"NAT1"
"4741"	"Nat2"	"NAT2"
"4742"	"Msantd4"	"MSANTD4"
"4743"	"Mdh2"	"MDH2"
"4744"	"Mroh7"	"MROH7-TTC4"
"4745"	"Mroh7"	"MROH7"
"4746"	"Ndufa4"	"NDUFA4"
"4747"	"Prickle3"	"PRICKLE3"
"4748"	"Megf11"	"MEGF11"
"4749"	"Ifnk"	"IFNK"
"4750"	"Ptpn12"	"PTPN12"
"4751"	"Rwdd3"	"RWDD3"
"4752"	"Ptcd1"	"ATP5MF-PTCD1"
"4753"	"Ptcd1"	"PTCD1"
"4754"	"Apoc1"	"APOC1"
"4755"	"Mycl"	"MYCL"
"4756"	"Myoc"	"MYOC"
"4757"	"Arpc1a"	"ARPC1A"
"4758"	"Ovch2"	"OVCH2"
"4759"	"B4galt1"	"B4GALT1"
"4760"	"Capn11"	"CAPN11"
"4761"	"Prrc2a"	"PRRC2A"
"4762"	"Zkscan1"	"ZKSCAN1"
"4763"	"Kdm5a"	"KDM5A"
"4764"	"Olfr470"	"OR5P2"
"4765"	"Sgce"	"SGCE"
"4766"	"Snrpg"	"SNRPG"
"4767"	"Fsip1"	"FSIP1"
"4768"	"Atl1"	"ATL1"
"4769"	"Upf1"	"UPF1"
"4770"	"Zfp59"	"ZNF780A"
"4771"	"Dsel"	"DSEL"
"4772"	"Ccl27a"	"CCL27"
"4773"	"H6pd"	"H6PD"
"4774"	"Pola2"	"POLA2"
"4775"	"Pdlim5"	"PDLIM5"
"4776"	"Cacul1"	"CACUL1"
"4777"	"Ergic3"	"ERGIC3"
"4778"	"Chchd5"	"CHCHD5"
"4779"	"Spint4"	"SPINT4"
"4780"	"Kazald1"	"KAZALD1"
"4781"	"Bud13"	"BUD13"
"4782"	"Olfr492"	"OR5P2"
"4783"	"Cldn7"	"CLDN7"
"4784"	"Tmprss6"	"TMPRSS6"
"4785"	"Spdye4a"	"SPDYE21P"
"4786"	"Spdye4a"	"SPDYE16"
"4787"	"Spdye4a"	"SPDYE17"
"4788"	"Trim44"	"TRIM44"
"4789"	"Vps26a"	"VPS26A"
"4790"	"Morf4l1"	"MORF4L1"
"4791"	"Htra3"	"HTRA3"
"4792"	"Romo1"	"ROMO1"
"4793"	"Dnajb7"	"DNAJB7"
"4794"	"Mpeg1"	"MPEG1"
"4795"	"Cdh19"	"CDH19"
"4796"	"Dhrs7c"	"DHRS7C"
"4797"	"Krt16"	"KRT16"
"4798"	"Slfn2"	"SLFN12"
"4799"	"Slfn2"	"SLFN12L"
"4800"	"Hsd3b3"	"HSD3B2"
"4801"	"Hsd3b3"	"HSD3B1"
"4802"	"Rnf145"	"RNF145"
"4803"	"Ell3"	"ELL3"
"4804"	"Atp10b"	"ATP10B"
"4805"	"Dll1"	"DLL1"
"4806"	"Dhx57"	"DHX57"
"4807"	"Xdh"	"XDH"
"4808"	"Taf15"	"TAF15"
"4809"	"Mtus1"	"MTUS1"
"4810"	"Olfr125"	"OR14J1"
"4811"	"Batf"	"BATF"
"4812"	"Camta2"	"CAMTA2"
"4813"	"Dmrta2"	"DMRTA2"
"4814"	"Polr3d"	"POLR3D"
"4815"	"Apcdd1"	"APCDD1"
"4816"	"Dusp18"	"DUSP18"
"4817"	"2410004B18Rik"	"C1orf52"
"4818"	"Tm9sf2"	"TM9SF2"
"4819"	"Gm13304"	"CCL21"
"4820"	"Car1"	"CA1"
"4821"	"Ebpl"	"EBPL"
"4822"	"Abcb1b"	"ABCB1"
"4823"	"Pkhd1"	"PKHD1"
"4824"	"Serpina6"	"SERPINA6"
"4825"	"Gipc1"	"GIPC1"
"4826"	"Mettl16"	"METTL16"
"4827"	"Nkx1-1"	"NKX1-1"
"4828"	"Ehd1"	"EHD1"
"4829"	"Selenbp1"	"SELENBP1"
"4830"	"Inf2"	"INF2"
"4831"	"Myl12a"	"MYL12A"
"4832"	"Vtcn1"	"VTCN1"
"4833"	"Arfgef3"	"ARFGEF3"
"4834"	"Tnni2"	"TNNI2"
"4835"	"Hif1a"	"HIF1A"
"4836"	"Gm19402"	"KRTAP10-11"
"4837"	"Gm19402"	"KRTAP10-4"
"4838"	"Gm19402"	"KRTAP10-9"
"4839"	"Gm19402"	"KRTAP10-6"
"4840"	"Samd5"	"SAMD5"
"4841"	"Kctd17"	"KCTD17"
"4842"	"Olfr1391"	"OR2Y1"
"4843"	"Gne"	"GNE"
"4844"	"Gm3435"	"ERMARD"
"4845"	"Msh6"	"MSH6"
"4846"	"Ubxn11"	"UBXN11"
"4847"	"Pcdh12"	"PCDH12"
"4848"	"B230118H07Rik"	"C11orf74"
"4849"	"Crebrf"	"CREBRF"
"4850"	"Dpp6"	"DPP6"
"4851"	"Pgam2"	"PGAM2"
"4852"	"Mms22l"	"MMS22L"
"4853"	"Otud4"	"OTUD4"
"4854"	"Pim2"	"PIM2"
"4855"	"Prdm8"	"PRDM8"
"4856"	"Cnr2"	"CNR2"
"4857"	"Cdc20"	"CDC20"
"4858"	"Myo6"	"MYO6"
"4859"	"Psmd14"	"PSMD14"
"4860"	"Cd101"	"CD101"
"4861"	"Bub1"	"BUB1"
"4862"	"Anp32b"	"ANP32B"
"4863"	"Tubgcp5"	"TUBGCP5"
"4864"	"Lats2"	"LATS2"
"4865"	"Wdr63"	"WDR63"
"4866"	"Mmp28"	"MMP28"
"4867"	"Olfr986"	"OR6X1"
"4868"	"Dleu7"	"DLEU7"
"4869"	"Lmcd1"	"LMCD1"
"4870"	"Gldn"	"GLDN"
"4871"	"Hoxb1"	"HOXB1"
"4872"	"Krt4"	"KRT4"
"4873"	"Cherp"	"CHERP"
"4874"	"Nrbf2"	"NRBF2"
"4875"	"Pm20d2"	"PM20D2"
"4876"	"H2-Ob"	"HLA-DOB"
"4877"	"Phf1"	"PHF1"
"4878"	"Ranbp9"	"RANBP9"
"4879"	"Lyar"	"LYAR"
"4880"	"Hs3st1"	"HS3ST1"
"4881"	"Tbca"	"TBCA"
"4882"	"Tnfaip3"	"TNFAIP3"
"4883"	"Pafah1b1"	"PAFAH1B1"
"4884"	"Ngly1"	"NGLY1"
"4885"	"Uqcrc2"	"UQCRC2"
"4886"	"Dlk1"	"DLK1"
"4887"	"Zbtb21"	"ZBTB21"
"4888"	"Six6"	"SIX6"
"4889"	"Greb1"	"GREB1"
"4890"	"Lcp1"	"LCP1"
"4891"	"Scn8a"	"SCN8A"
"4892"	"Psma3"	"PSMA3"
"4893"	"Vps37c"	"VPS37C"
"4894"	"Olfr493"	"OR5P2"
"4895"	"Rbp7"	"RBP7"
"4896"	"Camsap2"	"CAMSAP2"
"4897"	"Phf23"	"PHF23"
"4898"	"Plekha7"	"PLEKHA7"
"4899"	"Trim45"	"TRIM45"
"4900"	"Stk33"	"STK33"
"4901"	"En1"	"EN1"
"4902"	"Pex13"	"PEX13"
"4903"	"Map3k10"	"MAP3K10"
"4904"	"Tsacc"	"TSACC"
"4905"	"Tnfrsf1a"	"TNFRSF1A"
"4906"	"Cyp2d34"	"CYP2D7"
"4907"	"Kcnc1"	"KCNC1"
"4908"	"Dhcr7"	"DHCR7"
"4909"	"Tapt1"	"TAPT1"
"4910"	"Pcsk9"	"PCSK9"
"4911"	"Thnsl1"	"THNSL1"
"4912"	"Nsmce4a"	"NSMCE4A"
"4913"	"Zc3h7a"	"ZC3H7A"
"4914"	"Txn2"	"TXN2"
"4915"	"Klrb1f"	"KLRB1"
"4916"	"Abcc2"	"ABCC2"
"4917"	"Slc25a24"	"SLC25A24"
"4918"	"Olfr495"	"OR5P2"
"4919"	"Ifi27l2b"	"IFI27L2"
"4920"	"BC051142"	"TSBP1"
"4921"	"Atp8b3"	"ATP8B3"
"4922"	"Xpo4"	"XPO4"
"4923"	"Grm1"	"GRM1"
"4924"	"Eif2b2"	"EIF2B2"
"4925"	"Wnt2"	"WNT2"
"4926"	"Spaar"	"SPAAR"
"4927"	"Dgat2"	"DGAT2"
"4928"	"Nfs1"	"NFS1"
"4929"	"Gzmf"	"GZMH"
"4930"	"Fam222b"	"FAM222B"
"4931"	"Dclk2"	"DCLK2"
"4932"	"Tmem170b"	"TMEM170B"
"4933"	"Serpina10"	"SERPINA10"
"4934"	"Serpinb1b"	"SERPINB1"
"4935"	"Kif24"	"KIF24"
"4936"	"Actr10"	"ACTR10"
"4937"	"Klhl23"	"KLHL23"
"4938"	"Pithd1"	"PITHD1"
"4939"	"Ltbp3"	"LTBP3"
"4940"	"Glis2"	"GLIS2"
"4941"	"Cdkn1a"	"CDKN1A"
"4942"	"Serpina1d"	"SERPINA1"
"4943"	"Taf4"	"TAF4"
"4944"	"Riok1"	"RIOK1"
"4945"	"Pnpla8"	"PNPLA8"
"4946"	"Mbd3"	"MBD3"
"4947"	"Sez6"	"SEZ6"
"4948"	"Slc25a45"	"SLC25A45"
"4949"	"Tdrd9"	"TDRD9"
"4950"	"Zfp106"	"ZNF106"
"4951"	"Pcdh8"	"PCDH8"
"4952"	"Rbpms"	"RBPMS"
"4953"	"Dip2c"	"DIP2C"
"4954"	"Plin1"	"PLIN1"
"4955"	"Msmb"	"MSMB"
"4956"	"Adssl1"	"ADSS1"
"4957"	"Lurap1l"	"LURAP1L"
"4958"	"Olfr1380"	"OR2Y1"
"4959"	"Mrpl53"	"MRPL53"
"4960"	"Myrf"	"MYRF"
"4961"	"Ppwd1"	"PPWD1"
"4962"	"Lime1"	"LIME1"
"4963"	"Nt5m"	"NT5M"
"4964"	"Myh13"	"MYH13"
"4965"	"Prdm6"	"PRDM6"
"4966"	"Hsd3b1"	"HSD3B2"
"4967"	"Hsd3b1"	"HSD3B1"
"4968"	"Cntnap2"	"CNTNAP2"
"4969"	"Prnd"	"PRND"
"4970"	"Spaca5"	"SPACA5"
"4971"	"Myo1f"	"MYO1F"
"4972"	"Immt"	"IMMT"
"4973"	"Klc4"	"KLC4"
"4974"	"Sec61b"	"SEC61B"
"4975"	"Fabp7"	"FABP7"
"4976"	"Slc25a47"	"SLC25A47"
"4977"	"Fam98a"	"FAM98A"
"4978"	"Slc6a2"	"SLC6A2"
"4979"	"Ankef1"	"ANKEF1"
"4980"	"Zbtb5"	"ZBTB5"
"4981"	"Anxa8"	"ANXA8L1"
"4982"	"Clec2i"	"CLEC2D"
"4983"	"Scmh1"	"SCMH1"
"4984"	"Art4"	"ART4"
"4985"	"Hells"	"HELLS"
"4986"	"Zcrb1"	"ZCRB1"
"4987"	"Rif1"	"RIF1"
"4988"	"Rpp25l"	"RPP25L"
"4989"	"Xkr8"	"XKR8"
"4990"	"Tmem87a"	"TMEM87A"
"4991"	"P2rx6"	"P2RX6"
"4992"	"Hoxb3"	"HOXB3"
"4993"	"Gm4907"	"TES"
"4994"	"Ddx10"	"DDX10"
"4995"	"Olfr10"	"OR2Y1"
"4996"	"Lmo1"	"LMO1"
"4997"	"Syt16"	"SYT16"
"4998"	"Lrrc9"	"LRRC9"
"4999"	"Fads1"	"FADS1"
"5000"	"Gzmg"	"GZMH"
"5001"	"Bicdl2"	"BICDL2"
"5002"	"Ube2c"	"UBE2C"
"5003"	"Dst"	"DST"
"5004"	"Serpinh1"	"SERPINH1"
"5005"	"Apol9b"	"APOL3"
"5006"	"Apol9b"	"APOL4"
"5007"	"Apol9b"	"APOL2"
"5008"	"Apol9b"	"APOL1"
"5009"	"Fgf18"	"FGF18"
"5010"	"Raet1d"	"RAET1E"
"5011"	"Arg1"	"ARG1"
"5012"	"Brms1"	"BRMS1"
"5013"	"Malt1"	"MALT1"
"5014"	"Champ1"	"CHAMP1"
"5015"	"Mboat4"	"MBOAT4"
"5016"	"Magix"	"MAGIX"
"5017"	"Arhgap15"	"ARHGAP15"
"5018"	"Nf1"	"NF1"
"5019"	"Sprr4"	"SPRR4"
"5020"	"Gpr108"	"GPR108"
"5021"	"Hyou1"	"HYOU1"
"5022"	"Sipa1l3"	"SIPA1L3"
"5023"	"Shisa6"	"SHISA6"
"5024"	"Hk1"	"HK1"
"5025"	"Mrpl14"	"MRPL14"
"5026"	"Tmigd3"	"TMIGD3"
"5027"	"Pot1b"	"POT1"
"5028"	"Fam171a1"	"FAM171A1"
"5029"	"Lpar3"	"LPAR3"
"5030"	"Polr1a"	"POLR1A"
"5031"	"Ccnb2"	"CCNB2"
"5032"	"Smim1"	"SMIM1"
"5033"	"Gramd1b"	"GRAMD1B"
"5034"	"Sec23ip"	"SEC23IP"
"5035"	"Mfap1a"	"MFAP1"
"5036"	"Ubl7"	"UBL7"
"5037"	"Ddx52"	"DDX52"
"5038"	"Tie1"	"TIE1"
"5039"	"Lmod2"	"LMOD2"
"5040"	"Ajuba"	"AJUBA"
"5041"	"Pi16"	"PI16"
"5042"	"Gsk3a"	"GSK3A"
"5043"	"Dsg1b"	"DSG1"
"5044"	"Commd8"	"COMMD8"
"5045"	"Fam135a"	"FAM135A"
"5046"	"Pacrg"	"PACRG"
"5047"	"Snapc4"	"SNAPC4"
"5048"	"Tgds"	"TGDS"
"5049"	"Plekhg6"	"PLEKHG6"
"5050"	"AI593442"	"C11orf87"
"5051"	"Rnps1"	"RNPS1"
"5052"	"Cdca2"	"CDCA2"
"5053"	"Lrriq3"	"LRRIQ3"
"5054"	"Lrrc73"	"LRRC73"
"5055"	"Peg10"	"PEG10"
"5056"	"Mief1"	"MIEF1"
"5057"	"Fbxw10"	"FBXW10"
"5058"	"Pak1"	"PAK1"
"5059"	"Alkbh5"	"ALKBH5"
"5060"	"Pla2g4b"	"JMJD7-PLA2G4B"
"5061"	"Pla2g4b"	"PLA2G4B"
"5062"	"Ankrd26"	"ANKRD62"
"5063"	"Zfyve21"	"ZFYVE21"
"5064"	"Cdh18"	"CDH18"
"5065"	"Atp6v1e1"	"ATP6V1E1"
"5066"	"Dnase2b"	"DNASE2B"
"5067"	"Casp3"	"CASP3"
"5068"	"Cfd"	"CFD"
"5069"	"Gtf3a"	"GTF3A"
"5070"	"Asb4"	"ASB4"
"5071"	"Erich3"	"ERICH3"
"5072"	"Ccl27b"	"CCL27"
"5073"	"Snx15"	"SNX15"
"5074"	"Nsun2"	"NSUN2"
"5075"	"Gsto2"	"GSTO2"
"5076"	"Gtpbp4"	"GTPBP4"
"5077"	"Ube2l6"	"UBE2L6"
"5078"	"Cpne5"	"CPNE5"
"5079"	"H2-Ea-ps"	"HLA-DRA"
"5080"	"Got1l1"	"GOT1L1"
"5081"	"Colca2"	"COLCA2"
"5082"	"Xrcc2"	"XRCC2"
"5083"	"Gapdhs"	"GAPDHS"
"5084"	"Psmg3"	"PSMG3"
"5085"	"Mov10l1"	"MOV10L1"
"5086"	"Glyat"	"GLYAT"
"5087"	"Dcaf10"	"DCAF10"
"5088"	"Zfp397"	"ZNF397"
"5089"	"Serpinb1a"	"SERPINB1"
"5090"	"Olfr1272"	"OR4B1"
"5091"	"Anpep"	"ANPEP"
"5092"	"Olfr1506"	"OR4X2"
"5093"	"Mcur1"	"MCUR1"
"5094"	"Lilrb4a"	"LILRA6"
"5095"	"Lilrb4a"	"LILRB3"
"5096"	"Lilrb4a"	"LILRB5"
"5097"	"Lilrb4a"	"LILRA5"
"5098"	"Lilrb4a"	"LILRA4"
"5099"	"Hrnr"	"HRNR"
"5100"	"Ccdc3"	"CCDC3"
"5101"	"Pcdhb2"	"PCDHB2"
"5102"	"Frmpd1"	"FRMPD1"
"5103"	"Lilr4b"	"LILRA6"
"5104"	"Lilr4b"	"LILRB3"
"5105"	"Lilr4b"	"LILRB5"
"5106"	"Lilr4b"	"LILRA5"
"5107"	"Lilr4b"	"LILRA4"
"5108"	"Cd82"	"CD82"
"5109"	"Rpp38"	"RPP38"
"5110"	"Ttll8"	"TTLL8"
"5111"	"Gzmc"	"GZMB"
"5112"	"Snrnp27"	"SNRNP27"
"5113"	"Gsg1l2"	"GSG1L2"
"5114"	"Il1f10"	"IL1F10"
"5115"	"Clec2l"	"CLEC2L"
"5116"	"Rwdd2b"	"RWDD2B"
"5117"	"Fkrp"	"FKRP"
"5118"	"Stx17"	"STX17"
"5119"	"Slc22a7"	"SLC22A7"
"5120"	"Serpina1a"	"SERPINA1"
"5121"	"Olfr484"	"OR5P2"
"5122"	"Zranb2"	"ZRANB2"
"5123"	"Gnb3"	"GNB3"
"5124"	"Clasp1"	"CLASP1"
"5125"	"Gjb6"	"GJB6"
"5126"	"Klhl14"	"KLHL14"
"5127"	"Crnn"	"CRNN"
"5128"	"Syn1"	"SYN1"
"5129"	"Spata31d1c"	"SPATA31D3"
"5130"	"Spata31d1c"	"SPATA31D4"
"5131"	"Spata31d1c"	"SPATA31D1"
"5132"	"Klc2"	"KLC2"
"5133"	"Trib2"	"TRIB2"
"5134"	"Capn9"	"CAPN9"
"5135"	"Sorcs1"	"SORCS1"
"5136"	"Glp2r"	"GLP2R"
"5137"	"Gpr135"	"GPR135"
"5138"	"Myom2"	"MYOM2"
"5139"	"St8sia3"	"ST8SIA3"
"5140"	"Uqcrfs1"	"UQCRFS1"
"5141"	"Grhpr"	"GRHPR"
"5142"	"Ntsr2"	"NTSR2"
"5143"	"Trim16"	"TRIM16L"
"5144"	"Amh"	"AMH"
"5145"	"Crisp2"	"CRISP2"
"5146"	"Map7"	"MAP7"
"5147"	"Egln2"	"EGLN2"
"5148"	"Foxo6"	"FOXO6"
"5149"	"Col5a2"	"COL5A2"
"5150"	"Gabarap"	"GABARAP"
"5151"	"Guca2b"	"GUCA2B"
"5152"	"Apoa5"	"APOA5"
"5153"	"Olfr979"	"OR10G4"
"5154"	"Olfr979"	"OR10G9"
"5155"	"Sult1b1"	"SULT1B1"
"5156"	"Adora3"	"ADORA3"
"5157"	"Hspa12b"	"HSPA12B"
"5158"	"Hinfp"	"HINFP"
"5159"	"Btnl2"	"BTNL2"
"5160"	"Ermard"	"ERMARD"
"5161"	"Crispld1"	"CRISPLD1"
"5162"	"Fdx1"	"FDX1"
"5163"	"Znfx1"	"ZNFX1"
"5164"	"Tchh"	"TCHH"
"5165"	"Ptf1a"	"PTF1A"
"5166"	"Plekhf1"	"PLEKHF1"
"5167"	"Gm3448"	"TCTE3"
"5168"	"Tex37"	"TEX37"
"5169"	"Itpkc"	"ITPKC"
"5170"	"Smox"	"SMOX"
"5171"	"Zic5"	"ZIC5"
"5172"	"Hipk2"	"HIPK2"
"5173"	"Wdr90"	"WDR90"
"5174"	"Nphs1"	"NPHS1"
"5175"	"Adap2"	"ADAP2"
"5176"	"Cryl1"	"CRYL1"
"5177"	"Tacc3"	"TACC3"
"5178"	"Eif1ad"	"EIF1AD"
"5179"	"Pnpla1"	"PNPLA1"
"5180"	"Fam205c"	"FAM205C"
"5181"	"Stard13"	"STARD13"
"5182"	"Adamts10"	"ADAMTS10"
"5183"	"Gid8"	"GID8"
"5184"	"Gdf1"	"GDF1"
"5185"	"Gdf1"	"CERS1"
"5186"	"Spink1"	"SPINK1"
"5187"	"Phyhipl"	"PHYHIPL"
"5188"	"Eif6"	"EIF6"
"5189"	"Zmym1"	"ZMYM1"
"5190"	"Tgm7"	"TGM7"
"5191"	"Slc24a1"	"SLC24A1"
"5192"	"Gja6"	"GJA1"
"5193"	"Klhl33"	"KLHL33"
"5194"	"Dab2ip"	"DAB2IP"
"5195"	"Mterf1a"	"MTERF1"
"5196"	"Otub1"	"OTUB1"
"5197"	"Timp1"	"TIMP1"
"5198"	"Gzme"	"GZMH"
"5199"	"A4galt"	"A4GALT"
"5200"	"Fmc1"	"FMC1"
"5201"	"Usp11"	"USP11"
"5202"	"Rab44"	"RAB44"
"5203"	"Galm"	"GALM"
"5204"	"S100a1"	"S100A1"
"5205"	"Slc28a2"	"SLC28A2"
"5206"	"Rbfox2"	"RBFOX2"
"5207"	"Wars"	"WARS1"
"5208"	"Polr2l"	"POLR2L"
"5209"	"Zfp3"	"ZFP3"
"5210"	"Cela3a"	"CELA3B"
"5211"	"Rabgap1l"	"RABGAP1L"
"5212"	"Snrpd3"	"SNRPD3"
"5213"	"Melk"	"MELK"
"5214"	"Uxt"	"UXT"
"5215"	"Vps13a"	"VPS13A"
"5216"	"Serpina12"	"SERPINA12"
"5217"	"Ascc3"	"ASCC3"
"5218"	"Slc52a2"	"SLC52A1"
"5219"	"Tpi1"	"TPI1"
"5220"	"Chn1"	"CHN1"
"5221"	"Gjb5"	"GJB5"
"5222"	"Tmed10"	"TMED10"
"5223"	"Gjc3"	"GJC3"
"5224"	"Cav3"	"CAV3"
"5225"	"Faxc"	"FAXC"
"5226"	"Sbds"	"SBDS"
"5227"	"Srsf7"	"SRSF7"
"5228"	"Bmp3"	"BMP3"
"5229"	"Mrps36"	"MRPS36"
"5230"	"Ccdc28a"	"CCDC28A"
"5231"	"Pcdha7"	"PCDHA7"
"5232"	"Pcdha7"	"PCDHA9"
"5233"	"Serf2"	"SERF2"
"5234"	"Rgs8"	"RGS8"
"5235"	"Mettl26"	"METTL26"
"5236"	"Otub2"	"OTUB2"
"5237"	"Parp2"	"PARP2"
"5238"	"Gins1"	"GINS1"
"5239"	"Phyhip"	"PHYHIP"
"5240"	"Tmem102"	"TMEM102"
"5241"	"Kcnb1"	"KCNB1"
"5242"	"Clnk"	"CLNK"
"5243"	"Ccdc151"	"CCDC151"
"5244"	"Ctbs"	"CTBS"
"5245"	"Idh3b"	"IDH3B"
"5246"	"Styxl1"	"STYXL1"
"5247"	"Slfn9"	"SLFN11"
"5248"	"Orm2"	"ORM2"
"5249"	"Orm2"	"ORM1"
"5250"	"Abcc8"	"ABCC8"
"5251"	"Col25a1"	"COL25A1"
"5252"	"Zgpat"	"ZGPAT"
"5253"	"Zfp521"	"ZNF521"
"5254"	"Ttc17"	"TTC17"
"5255"	"L2hgdh"	"L2HGDH"
"5256"	"Star"	"STAR"
"5257"	"Pnrc1"	"PNRC1"
"5258"	"Wt1"	"WT1"
"5259"	"Muc15"	"MUC15"
"5260"	"4930539E08Rik"	"BNIP5"
"5261"	"Nrap"	"NRAP"
"5262"	"Edn2"	"EDN2"
"5263"	"Il11ra2"	"IL11RA"
"5264"	"Haus1"	"HAUS1"
"5265"	"Mlc1"	"MLC1"
"5266"	"Trpc4ap"	"TRPC4AP"
"5267"	"Gm14548"	"LILRA6"
"5268"	"Gm14548"	"LILRB3"
"5269"	"Gm14548"	"LILRB5"
"5270"	"Gm14548"	"LILRA5"
"5271"	"Gm14548"	"LILRA4"
"5272"	"Wdr27"	"WDR27"
"5273"	"Kras"	"KRAS"
"5274"	"Fam81a"	"FAM81A"
"5275"	"Sh3bgrl3"	"SH3BGRL3"
"5276"	"Ndfip1"	"NDFIP1"
"5277"	"Cpne6"	"CPNE6"
"5278"	"Sugt1"	"SUGT1"
"5279"	"Lce1g"	"LCE5A"
"5280"	"Lce1g"	"LCE2D"
"5281"	"Lce1g"	"LCE2C"
"5282"	"Lce1g"	"LCE2B"
"5283"	"Lce1g"	"LCE2A"
"5284"	"Lamp5"	"LAMP5"
"5285"	"Fgf17"	"FGF17"
"5286"	"Tsn"	"TSN"
"5287"	"Mns1"	"MNS1"
"5288"	"Ticam1"	"TICAM1"
"5289"	"Maneal"	"MANEAL"
"5290"	"Fsd2"	"FSD2"
"5291"	"Gmppa"	"GMPPA"
"5292"	"Pon2"	"PON2"
"5293"	"Prlhr"	"PRLHR"
"5294"	"Frmd5"	"FRMD5"
"5295"	"Serping1"	"SERPING1"
"5296"	"Nhlrc4"	"NHLRC4"
"5297"	"Il11ra1"	"IL11RA"
"5298"	"Sept11"	"SEPTIN11"
"5299"	"Dact3"	"DACT3"
"5300"	"Exph5"	"EXPH5"
"5301"	"Prdx1"	"PRDX1"
"5302"	"Cxxc5"	"CXXC5"
"5303"	"Tcf4"	"TCF4"
"5304"	"Cd52"	"CD52"
"5305"	"Ubn2"	"UBN2"
"5306"	"Ptgis"	"PTGIS"
"5307"	"Fbxl18"	"FBXL18"
"5308"	"Spata31d1d"	"SPATA31D3"
"5309"	"Spata31d1d"	"SPATA31D4"
"5310"	"Spata31d1d"	"SPATA31D1"
"5311"	"Nrg2"	"NRG2"
"5312"	"Polb"	"POLB"
"5313"	"Fitm1"	"FITM1"
"5314"	"Helz2"	"HELZ2"
"5315"	"Noc3l"	"NOC3L"
"5316"	"Dcp1b"	"DCP1B"
"5317"	"Dok7"	"DOK7"
"5318"	"Mettl5"	"METTL5"
"5319"	"Bcl2l13"	"BCL2L13"
"5320"	"Hace1"	"HACE1"
"5321"	"Crim1"	"CRIM1"
"5322"	"Anapc1"	"ANAPC1"
"5323"	"Lztr1"	"LZTR1"
"5324"	"Ntng1"	"NTNG1"
"5325"	"Pon3"	"PON3"
"5326"	"Pdgfd"	"PDGFD"
"5327"	"6430550D23Rik"	"C20orf173"
"5328"	"Jdp2"	"JDP2"
"5329"	"Racgap1"	"RACGAP1"
"5330"	"Npr3"	"NPR3"
"5331"	"BC005537"	"C6orf62"
"5332"	"Fhdc1"	"FHDC1"
"5333"	"Trpm3"	"TRPM3"
"5334"	"Ice2"	"ICE2"
"5335"	"Slfn14"	"SLFN14"
"5336"	"Ugt3a1"	"UGT3A2"
"5337"	"Dnajb1"	"DNAJB1"
